TWAY_ID,TWAY_ID2,COUNTY,LATITUDE,LONGITUD,DATE,DAY_WEEK,HOUR,LGT_COND,WEATHER,WRK_ZONE,FATALS,PEDS,MAN_COLL,FUNC_SYS,TYP_INT
I-678,NO SECOND STREET,SAN MATEO,40.70085278,-73.81578333,2017-05-27,SATURDAY,2,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
BROADWAY,LAWN AVE,ALAMEDA,42.67511944,-73.73621667,2017-05-08,MONDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,T
46TH AVE,NO SECOND STREET,SAN MATEO,40.75420833,-73.81256667,2017-05-29,MONDAY,20,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
164TH ST,GRAND CTL PKWY,SAN MATEO,40.71634444,-73.80315278,2017-05-29,MONDAY,5,DAY,RAIN,0,1,0,ANGLED,LOCAL,FOUR WAY
GILLMORE ST,277TH AVE,SAN MATEO,40.76406944,-73.86704444,2017-05-17,WEDNESDAY,18,NIGHT,CLEAR,0,1,1,ANGLED,LOCAL,FOUR WAY
HYLAN BLVD,NO SECOND STREET,SANTA CLARA,40.57130278,-74.10903889,2017-06-03,SATURDAY,13,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
AMBOY RD,HECKER ST,SANTA CLARA,40.51387222,-74.23665278,2017-06-11,SUNDAY,2,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,T
HURST RD,NO SECOND STREET,ALAMEDA,42.70984444,-73.97981944,2017-05-28,SUNDAY,20,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
100TH AVE,205TH PL,SAN MATEO,40.71183056,-73.75407222,2017-06-17,SATURDAY,0,NIGHT,CLEAR,0,2,0,NOT APPLICABLE,LOCAL,FOUR WAY
QUEENS BLVD,SKILLMAN AVE,SAN MATEO,40.74601944,-73.934375,2017-06-24,SATURDAY,5,DAY,RAIN,0,1,0,ANGLED,LOCAL,FOUR WAY
SR-155,WOLF RD,ALAMEDA,42.72861667,-73.79660833,2017-06-21,WEDNESDAY,9,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
CR-48,NO SECOND STREET,SAN FRANCISCO,43.61009167,-76.06656389,2017-06-28,WEDNESDAY,3,NIGHT,FOG,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
2822 CURRY RD,NO SECOND STREET,ALAMEDA,42.75045556,-73.91652222,2017-05-26,FRIDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
174 GAY DR,NO SECOND STREET,SAN FRANCISCO,43.52144722,-75.89402222,2017-06-30,FRIDAY,22,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-12,NO SECOND STREET,SAN FRANCISCO,43.26278056,-76.21587222,2017-07-05,WEDNESDAY,19,DAY,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
JAMAICA AVE,217TH ST,SAN MATEO,40.71773889,-73.73795,2017-07-07,FRIDAY,14,DAY,CLEAR,0,1,1,NOT APPLICABLE,COLLECTOR,T
BAY ST,FINGERBOARD RD,SANTA CLARA,40.60934167,-74.06265556,2017-07-15,SATURDAY,12,DAY,CLEAR,0,1,0,HEAD ON,LOCAL,T
SR-3 SILK RD,NO SECOND STREET,SAN FRANCISCO,43.33378889,-76.39036667,2017-06-27,TUESDAY,16,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-907M GRAND CENTRAL PKWY,NO SECOND STREET,SAN MATEO,40.72350833,-73.77600833,2017-07-16,SUNDAY,6,DAY,CLEAR,0,2,0,SAME SIDESWIPE,ARTERY,NOT AN INTERSECTION
UNION TPK,NO SECOND STREET,SAN MATEO,40.71584722,-73.82835556,2017-07-21,FRIDAY,18,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-32 N PEARL ST,WILSON ST,ALAMEDA,42.65623333,-73.74970556,2017-07-22,SATURDAY,15,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
BOOTH ST,NO SECOND STREET,SAN MATEO,40.72881944,-73.86359444,2017-08-01,TUESDAY,1,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
I-495 QUEENS MIDTOWN EXPY RAMP,MAZEAU ST,SAN MATEO,40.726325,-73.89033889,2017-08-08,TUESDAY,13,DAY,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,T
120TH ST,NO SECOND STREET,SAN MATEO,40.70324444,-73.83233889,2017-07-30,SUNDAY,10,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
CR-401,NO SECOND STREET,ALAMEDA,42.47953611,-74.03241667,2017-08-09,WEDNESDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SEAGIRT BLVD,BEACH 29TH ST,SAN MATEO,40.596,-73.76214444,2017-08-10,THURSDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
YELLOWSTONE BLVD,SELFRIDGE ST,SAN MATEO,40.71728056,-73.85725278,2017-08-06,SUNDAY,0,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,Y
I-81,NO SECOND STREET,SAN FRANCISCO,43.60097222,-76.09661389,2017-07-05,WEDNESDAY,23,NIGHT,CLEAR,0,4,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
LEFFERTS BLVD,135TH AVE,SAN MATEO,40.67055556,-73.82086667,2017-08-19,SATURDAY,20,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
SR-908B JACKIE ROBINSON PKWY,NO SECOND STREET,SAN MATEO,40.70065,-73.86835278,2017-08-12,SATURDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-27,181ST ST,SAN MATEO,40.66708056,-73.76357222,2017-07-21,FRIDAY,12,DAY,CLEAR,0,1,0,SAME SIDESWIPE,ARTERY,T
THOMPSONS LAKE RD,OLD STAGE RD,ALAMEDA,42.66795833,-74.06017778,2017-08-31,THURSDAY,16,DAY,CLEAR,0,1,0,ANGLED,LOCAL,Y
US-5 CENTRAL AVE,VLY RD,ALAMEDA,42.73063333,-73.84766389,2017-07-03,MONDAY,10,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
SR-907M GRAND CENTRAL PKWY,NO SECOND STREET,SAN MATEO,40.73984444,-73.84592222,2017-09-10,SUNDAY,5,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
NORTHERN BLVD,MAIN ST,SAN MATEO,40.76284444,-73.83181389,2017-09-18,MONDAY,6,NIGHT,CLEAR,0,3,5,ANGLED,LOCAL,FOUR WAY
21ST ST,40TH AVE,SAN MATEO,40.75523611,-73.94123889,2017-08-27,SUNDAY,22,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
SR-440 WEST SHORE EXPY RAMP,VICTORY BLVD,SANTA CLARA,40.59009444,-74.19355833,2017-09-24,SUNDAY,11,DAY,CLEAR,0,1,0,REAR END,ARTERY,T
MERRICK BLVD,NO SECOND STREET,SAN MATEO,40.68179167,-73.76574444,2017-09-25,MONDAY,19,NIGHT,CLEAR,0,1,0,SAME SIDESWIPE,LOCAL,NOT AN INTERSECTION
I-278 BROOKLYN QUEENS EXPY,NO SECOND STREET,SAN MATEO,40.7278,-73.92913333,2017-09-30,SATURDAY,19,NIGHT,CLEAR,0,1,0,SAME SIDESWIPE,INTERSTATE,NOT AN INTERSECTION
CR-48,NO SECOND STREET,SAN FRANCISCO,43.58328056,-76.04886667,2017-09-16,SATURDAY,18,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
ARTHUR KILL RD,JOHNSON ST,SANTA CLARA,40.54549722,-74.23052222,2017-10-06,FRIDAY,6,NIGHT,CLEAR,0,1,0,HEAD ON,LOCAL,T
CR-253,NO SECOND STREET,ALAMEDA,42.71304167,-74.04756111,2017-10-02,MONDAY,11,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
WASHINGTON AVE EXT,SPRINGSTREEN RD,ALAMEDA,42.69606667,-73.84963056,2017-10-19,THURSDAY,5,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
I-495 LONG ISLAND EXPY,NO SECOND STREET,SAN MATEO,40.74224722,-73.78135,2017-10-25,WEDNESDAY,0,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
JEWETT AVE,COALE AVE,SANTA CLARA,40.61311111,-74.13076111,2017-11-01,WEDNESDAY,7,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
GRAND CENTRAL PKY SERVICE RD,267TH ST,SAN MATEO,40.7563,-73.72108333,2017-11-02,THURSDAY,17,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
RICHMOND AVE,NO SECOND STREET,SANTA CLARA,40.60280278,-74.16293333,2017-11-06,MONDAY,20,NIGHT,CLEAR,0,2,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-35,NO SECOND STREET,SAN FRANCISCO,43.43058611,-76.28773611,2017-10-27,FRIDAY,7,UNREPORTED,UNREPORTED,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
ATLANTIC AVE,NO SECOND STREET,SAN MATEO,40.69630556,-73.81737222,2017-11-12,SUNDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-25A,NO SECOND STREET,SAN MATEO,40.75406111,-73.89957778,2017-11-10,FRIDAY,18,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
CR-48,NO SECOND STREET,SAN FRANCISCO,43.53283611,-76.03659167,2017-11-06,MONDAY,20,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
NORTHERN BLVD,NO SECOND STREET,SAN MATEO,40.75587222,-73.88230833,2017-09-13,WEDNESDAY,16,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SALT RD,NO SECOND STREET,SAN FRANCISCO,43.28288889,-75.98744167,2017-11-06,MONDAY,13,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-3,NO SECOND STREET,SAN FRANCISCO,43.44823889,-76.23625556,2017-11-10,FRIDAY,17,NIGHT,CLEAR,0,2,0,HEAD ON,ARTERY,NOT AN INTERSECTION
I-278,NO SECOND STREET,SANTA CLARA,40.60805,-74.13211944,2017-11-13,MONDAY,23,NIGHT,CLEAR,0,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
SUTTER AVE,80TH ST,SAN MATEO,40.67497778,-73.85650833,2017-11-18,SATURDAY,22,NIGHT,RAIN,0,1,0,ANGLED,LOCAL,FOUR WAY
SR-85,NO SECOND STREET,ALAMEDA,42.595475,-74.00590278,2017-11-22,WEDNESDAY,17,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
FLEET ST,ALDERTON ST,SAN MATEO,40.71955278,-73.85913056,2017-11-17,FRIDAY,14,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
SR-907D BELT PKWY,NO SECOND STREET,SAN MATEO,40.66733611,-73.77624722,2017-12-03,SUNDAY,3,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
48TH ST,I-495 LONG ISLAND EXPRESSWAY,SAN MATEO,40.73223889,-73.91912778,2017-12-18,MONDAY,7,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
SR-440 W SHORE EXPY,NO SECOND STREET,SANTA CLARA,40.53290556,-74.22384444,2017-07-27,THURSDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
ROCKAWAY BLVD,109TH AVE,SAN MATEO,40.67809722,-73.83080833,2017-12-05,TUESDAY,6,DAY,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,T
WOODHAVEN BLVD,NO SECOND STREET,SAN MATEO,40.71225833,-73.85982778,2017-12-21,THURSDAY,22,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
31ST ST,37TH AVE,SAN MATEO,40.75500278,-73.93110278,2017-12-21,THURSDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,FOUR WAY
I-295 CLEARVIEW EXPY,NO SECOND STREET,SAN MATEO,40.75538611,-73.77649722,2017-07-28,FRIDAY,9,DAY,CLEAR,0,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
HILLSIDE AVE,130TH ST,SAN MATEO,40.70365833,-73.82239722,2017-12-29,FRIDAY,19,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,FOUR WAY
JUNIPER VALLEY RD,NO SECOND STREET,SAN MATEO,40.71554722,-73.87853056,2017-10-17,TUESDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SELLARS MILL RD,MEBANE ST,ALAMEDA,36.09216111,-79.39883056,2017-01-24,TUESDAY,12,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
SR-68,MENDENHALL OAKS PKWY,SAN MATEO,36.04810833,-79.95525833,2017-01-01,SUNDAY,20,NIGHT,RAIN,0,1,0,ANGLED,ARTERY,FOUR WAY
SR-2028,NO SECOND STREET,SAN MATEO,36.18496944,-80.02713611,2017-01-13,FRIDAY,7,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-401,NO SECOND STREET,SANTA CLARA,35.40085,-78.81546667,2017-01-05,THURSDAY,6,NIGHT,CLEAR,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
US-421,SR-1265,SANTA CLARA,35.49531944,-79.1954,2017-01-24,TUESDAY,18,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
SR-2164,NO SECOND STREET,ALAMEDA,36.02127222,-79.34674167,2017-02-05,SUNDAY,5,NIGHT,RAIN,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-40,NO SECOND STREET,ALAMEDA,36.066325,-79.47238056,2017-02-18,SATURDAY,3,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
I-85,NO SECOND STREET,SAN MATEO,35.93513889,-79.91449444,2017-02-05,SUNDAY,7,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
VICKERY CHAPEL,NO SECOND STREET,SAN MATEO,35.993125,-79.91773889,2017-02-11,SATURDAY,5,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
FLEMING RD,NO SECOND STREET,SAN MATEO,36.13761667,-79.91124167,2017-02-15,WEDNESDAY,19,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
I-40,NO SECOND STREET,SAN MATEO,36.03415,-79.8001,2017-02-14,TUESDAY,13,DAY,CLEAR,0,1,0,REAR END,INTERSTATE,NOT AN INTERSECTION
HORNADAY RD,NO SECOND STREET,SAN MATEO,36.05973889,-79.92300833,2017-02-16,THURSDAY,16,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
W FAIRFIELD RD,SHORE ST,SAN MATEO,35.92084722,-80.00285833,2017-02-15,WEDNESDAY,13,DAY,CLEAR,0,1,0,REAR END,LOCAL,NOT AN INTERSECTION
SR-150,CL FORSYTH,SAN MATEO,36.18067222,-79.9713,2017-02-19,SUNDAY,15,DAY,CLEAR,0,1,0,REAR END,ARTERY,T
GEDDIE PL,KIVLOW PL,SAN MATEO,35.96443056,-79.96597222,2017-02-18,SATURDAY,16,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
I-85 B,NO SECOND STREET,SAN MATEO,35.91586667,-80.00040278,2017-02-20,MONDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-1132,NO SECOND STREET,SAN MATEO,35.94874722,-79.86483056,2017-02-24,FRIDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
HORSE PEN CREEK RD,NO SECOND STREET,SAN MATEO,36.11929722,-79.87684444,2017-02-23,THURSDAY,9,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-421,NO SECOND STREET,SANTA CLARA,35.40071111,-78.81546667,2017-02-09,THURSDAY,15,DAY,CLEAR,0,1,0,REAR END,ARTERY,NOT AN INTERSECTION
E JACKSON BLVD,RED HILL CHURCH RD,SANTA CLARA,35.32848611,-78.66029722,2017-02-14,TUESDAY,16,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
SR-1448,SR-1441,SANTA CLARA,35.51582778,-78.77208889,2017-02-26,SUNDAY,14,DAY,CLEAR,0,1,0,ANGLED,ARTERY,T
SR-1529,SR-1515,ALAMEDA,36.12514444,-79.46167222,2017-03-10,FRIDAY,19,NIGHT,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
EVERETT ST,NO SECOND STREET,ALAMEDA,36.08623333,-79.43015,2017-03-21,TUESDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-32,NO SECOND STREET,MARIN,36.07002222,-76.60626389,2017-03-18,SATURDAY,17,DAY,CLEAR,0,1,0,HEAD ON,ARTERY,NOT AN INTERSECTION
N ELM ST,W RAY AV,SAN MATEO,35.96385556,-80.01268056,2017-03-04,SATURDAY,13,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
FRANKLIN BLVD,NO SECOND STREET,SAN MATEO,36.08395556,-79.74050556,2017-03-19,SUNDAY,8,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
SR-1802,NO SECOND STREET,SANTA CLARA,35.32268056,-78.58456111,2017-03-21,TUESDAY,9,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-210,NO SECOND STREET,SANTA CLARA,35.40176111,-78.81512222,2017-03-30,THURSDAY,16,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-3024,NO SECOND STREET,SAN MATEO,36.07058611,-79.73129167,2017-02-16,THURSDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-1752,NO SECOND STREET,ALAMEDA,36.12121667,-79.39905278,2017-04-08,SATURDAY,6,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
BATTLEGROUND AVE,NO SECOND STREET,SAN MATEO,36.10137222,-79.82224444,2017-04-08,SATURDAY,17,DAY,CLEAR,0,1,0,SAME SIDESWIPE,LOCAL,NOT AN INTERSECTION
MARKET ST,NO SECOND STREET,SAN MATEO,36.11073889,-80.037825,2017-04-09,SUNDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
I-40,NO SECOND STREET,SAN MATEO,36.03393889,-79.80079167,2017-04-12,WEDNESDAY,23,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
WILEY DAVIS RD,NO SECOND STREET,SAN MATEO,36.01268333,-79.85532778,2017-04-16,SUNDAY,23,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
LIBERTY RD,NO SECOND STREET,SAN MATEO,36.03106111,-79.76800278,2017-04-20,THURSDAY,16,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
S HOLDEN RD,NO SECOND STREET,SAN MATEO,36.020525,-79.846225,2017-04-21,FRIDAY,22,NIGHT,CLEAR,0,1,2,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
NC-27,OLD STAGE RD N,SANTA CLARA,35.41443611,-78.713925,2017-04-12,WEDNESDAY,16,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
NC-87,BUFFALO LAKE RD,SANTA CLARA,35.2753,-79.06913611,2017-04-13,THURSDAY,14,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
STONEY CREEK DR,NO SECOND STREET,SANTA CLARA,35.305825,-79.08264167,2017-04-30,SUNDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,COLLECTOR,NOT AN INTERSECTION
SR-87,NO SECOND STREET,ALAMEDA,36.05857778,-79.4002,2017-05-06,SATURDAY,0,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-1581,NO SECOND STREET,ALAMEDA,36.18499167,-79.41735833,2017-05-07,SUNDAY,8,UNREPORTED,UNREPORTED,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
ALAMANCE CHURCH RD,NO SECOND STREET,SAN MATEO,35.97525833,-79.61100278,2017-05-27,SATURDAY,22,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
RED HILL CHURCH RD,NO SECOND STREET,SANTA CLARA,35.39435278,-78.60445833,2017-05-02,TUESDAY,21,NIGHT,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
BARBECUE CHURCH RD,NO SECOND STREET,SANTA CLARA,35.33650833,-79.04085,2017-05-23,TUESDAY,22,NIGHT,CLEAR,0,2,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-401,NO SECOND STREET,SANTA CLARA,35.33001944,-78.78307778,2017-05-26,FRIDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
MCDOUGAL RD,TIM CURRIN RD,SANTA CLARA,35.39128056,-78.91775556,2017-05-31,WEDNESDAY,17,DAY,CLEAR,0,1,0,ANGLED,LOCAL,FOUR WAY
W WENDOVER AVE,NO SECOND STREET,SAN MATEO,36.05195,-79.91181667,2017-04-21,FRIDAY,9,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
I-40,NO SECOND STREET,ALAMEDA,36.06320278,-79.42651389,2017-05-31,WEDNESDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
I-40,NO SECOND STREET,SAN MATEO,36.03976389,-79.7797,2017-05-31,WEDNESDAY,3,NIGHT,CLEAR,0,3,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-1912,NO SECOND STREET,ALAMEDA,36.14485556,-79.313325,2017-06-02,FRIDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-62,NO SECOND STREET,ALAMEDA,36.10309167,-79.43329167,2017-06-14,WEDNESDAY,15,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-1003,NO SECOND STREET,ALAMEDA,35.92359722,-79.34603611,2017-06-16,FRIDAY,18,DAY,CLEAR,0,1,0,OPPOSITE SIDESWIPE,ARTERY,NOT AN INTERSECTION
W MARKET ST,GALLIMORE DAIRY RD,SAN MATEO,36.08375278,-79.93634167,2017-06-07,WEDNESDAY,13,DAY,CLEAR,0,1,0,ANGLED,LOCAL,T
HILLTOP RD,NO SECOND STREET,SAN MATEO,36.03209444,-79.872725,2017-06-07,WEDNESDAY,21,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
S HOLDEN,CYPRESS PARK RD,SAN MATEO,36.02994722,-79.84847222,2017-06-17,SATURDAY,20,NIGHT,RAIN,0,2,0,ANGLED,LOCAL,FOUR WAY
SR-87,NO SECOND STREET,SANTA CLARA,35.19482778,-78.98766389,2017-06-10,SATURDAY,19,DAY,CLEAR,0,1,0,SAME SIDESWIPE,ARTERY,NOT AN INTERSECTION
SR-1257,NO SECOND STREET,SANTA CLARA,35.411975,-78.82853889,2017-06-19,MONDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-40,NO SECOND STREET,ALAMEDA,36.06564722,-79.32059167,2017-06-27,TUESDAY,1,NIGHT,CLEAR,0,2,0,HEAD ON,INTERSTATE,NOT AN INTERSECTION
W CONE BLVD,NO SECOND STREET,SAN MATEO,36.10544167,-79.80230278,2017-06-20,TUESDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
WARREN ST,SHERWOOD ST,SAN MATEO,36.06548333,-79.81900556,2017-06-24,SATURDAY,1,NIGHT,RAIN,0,1,1,NOT APPLICABLE,LOCAL,T
I-40,NO SECOND STREET,ALAMEDA,36.07781944,-79.24607222,2017-07-17,MONDAY,1,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
SR-87,NO SECOND STREET,ALAMEDA,35.98003056,-79.38373611,2017-07-24,MONDAY,19,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
I-40,NO SECOND STREET,SAN MATEO,36.04033889,-79.77983333,2017-07-07,FRIDAY,23,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
I-85,NO SECOND STREET,SAN MATEO,36.002075,-79.82036944,2017-07-16,SUNDAY,1,NIGHT,CLEAR,0,1,1,NOT APPLICABLE,INTERSTATE,NOT AN INTERSECTION
W MARTIN LUTHER KING JR,NO SECOND STREET,SAN MATEO,35.96607778,-79.97092778,2017-07-18,TUESDAY,14,DAY,CLEAR,0,1,0,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
US-401,NO SECOND STREET,SANTA CLARA,35.421975,-78.81039722,2017-07-04,TUESDAY,2,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-1209,NO SECOND STREET,SANTA CLARA,35.33867778,-79.04639444,2017-07-08,SATURDAY,22,NIGHT,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
US-421,NO SECOND STREET,SANTA CLARA,35.41765,-78.80257222,2017-07-10,MONDAY,12,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
SR-1229,SR-1251,SANTA CLARA,35.39726667,-78.89521667,2017-07-21,FRIDAY,10,DAY,CLEAR,0,1,0,ANGLED,ARTERY,FOUR WAY
SR-119,NO SECOND STREET,ALAMEDA,36.0529,-79.31967222,2017-06-21,WEDNESDAY,17,DAY,CLEAR,0,1,0,NOT APPLICABLE,ARTERY,NOT AN INTERSECTION
NC-87,NO SECOND STREET,ALAMEDA,36.21426389,-79.51168889,2017-07-21,FRIDAY,13,DAY,CLEAR,0,1,0,HEAD ON,LOCAL,NOT AN INTERSECTION
MCKNIGHT MILL RD,NO SECOND STREET,SAN MATEO,36.13108611,-79.729975,2017-07-30,SUNDAY,10,DAY,CLEAR,0,1,1,NOT APPLICABLE,LOCAL,NOT AN INTERSECTION
